ID,GBM_1,GBM_2,DP_1,GBM_3,GBM_4,GBM_5,GBM_6,GLM_7,GBM_8,GBM_9,DP_2,GBM_10,GBM_11,DRF_1,XRT_1
21671,0.04363,0.00555,0.04288,0.01172,0.24752,0.03565,0.09034,0.12729,0.21069,0.28368,0.00536,0.19718,1.93613,2.01648,0.38553
3873,0.04388,0.05007,0.33522,0.08435,0.27195,0.1767,0.24053,0.17924,0.05368,0.20101,0.09766,0.08913,0.2305,0.63124,0.52389
10770,0.01492,0.05442,0.03142,0.01544,0.0305,0.02785,0.04141,0.11325,0.0376,0.1059,0.02131,0.00778,0.00265,0.02213,0
19595,0.04388,0.1092,0.2399,0.06049,0.14251,0.11448,0.0818,0.12071,0.01072,0.09686,0.0556,0.06635,0.03364,0.37282,0.0456
7938,0.09853,0.12944,0.01141,0.04193,0.22986,0.25268,0.13215,0.29468,0.18994,0.17762,0.01285,0.11461,0.01306,0.06076,0.00626
17503,0.12764,0.15349,0.08588,0.16135,0.05869,0.04489,0.0044,0.1526,0.01962,0.16546,0.14581,0.02895,0.98308,0.75191,0.05463
19098,0.12957,0.0491,0.03158,0.12587,0.24611,0.07437,0.17323,0.23457,0.14205,0.15562,0.36658,0.32008,0.93099,0.76423,0.48964
11871,0.52097,0.36594,0.20516,0.48841,0.68737,0.33072,1.56898,0.27284,0.6775,0.82008,0.23089,1.39651,2.24371,0.35939,0.1336
21727,0.05565,0.01008,0.07173,0.03207,0.13621,0.04796,0.07779,0.11572,0.10312,0.05564,0.05815,0.07312,0.2019,0.11707,0.06671
1100,0.23391,0.18941,0.33745,0.21983,0.87797,3.71018,0.47109,0.89143,9.31649,0.54665,0.27897,1.00229,2.54916,1.20416,11.05557
5539,0.92667,1.23503,0.30764,1.09157,2.24043,0.36199,15.94349,0.45611,3.32929,5.61651,0.02251,8.14224,12.30179,5.80676,1.33874
17062,1.25262,1.60534,1.62124,1.08927,0.9697,0.88642,3.34759,0.75886,1.41228,1.50099,0.82717,1.72004,4.3033,1.47865,0.23489
8664,0.03786,0.07305,0.1532,0.01988,0.05942,0.01979,0.02522,0.14709,0.01375,0.0109,0.04773,0.23729,0.54687,0.32574,0.10284
19516,0.12957,0.08069,0.0248,0.12275,0.39331,0.10607,0.18368,0.21375,0.16912,0.09703,0.36561,0.33241,0.58571,0.27669,0.09041
2682,0.05444,0.04531,0.06092,0.0504,0.18325,0.04486,0.37344,0.18935,0.07336,0.3118,0.11123,0.25612,1.90019,0.57576,0.07355
5338,0.09604,0.1024,0.04826,0.08948,0.05696,0.0884,0.097,0.09198,0.02034,0.09894,0.05787,0.09108,0.24139,0.68758,0.03527
14510,0.04589,0.11941,0.31627,0.0098,0.08271,0.00229,0.03857,0.1314,0.05911,0.11729,0.07535,0.18137,0.16598,0.4098,0.10798
1641,0.34253,0.26689,0.17075,0.31098,0.34444,0.22984,0.54705,0.23529,0.3628,0.42665,0.49213,0.30111,3.51572,0.58756,0.1192
16229,0.0372,0.11652,0.07453,0.09178,0.22996,0.15194,0.32199,0.14835,0.10131,0.12264,0.05119,0.38197,0.77982,0.36125,0
12654,0.00557,0.00906,0.11412,0.08793,0.07244,0.01563,0.0827,0.13593,0.02586,0.11602,0.04532,0.16004,0.23387,0.80822,0.08984
19239,0.19155,0.01454,0.07291,0.15332,0.01552,0.04373,0.23075,0.10654,0.33177,0.2844,0.08303,0.76697,0.06847,9.3442,1.26408
12940,0.00695,0.0681,0.01409,0.13297,0.0625,0.01603,0.0189,0.07673,0.1061,0.39337,0.13184,0.33844,0.77163,0.60912,0.15611
19287,1.09042,3.43307,0.53895,1.05319,3.19558,0.88619,76.91027,0.63972,4.06696,6.74874,0.13318,14.22825,5.45936,12.64564,1.56302
20791,0.03868,0.2292,0.11466,0.04445,0.188,0.18557,0.28915,0.16793,0.07819,0.10652,0.04373,0.16142,0.99071,0.71331,0.03441
3232,0.27831,0.31654,0.17975,0.14059,0.37849,0.19633,0.28545,0.27519,0.2783,0.31334,0.45878,0.30728,0.89579,0.58298,0.17265
16310,1.23502,0.94484,7.16437,0.61883,0.50958,0.33164,0.8247,1.42526,0.99933,0.5188,1.63207,0.42183,0.38997,0.24945,0.1985
7485,0.05565,0.01008,0.07173,0.03207,0.13621,0.04796,0.07779,0.11572,0.10312,0.05564,0.05815,0.07312,0.2019,0.11707,0.06671
9135,0.62353,2.4827,1.0423,1.4771,2.52057,0.90871,1.65576,0.29365,1.96438,1.56568,10.7925,2.31355,1.73775,1.96767,0.77384
10671,0.12764,0.15349,0.08588,0.16135,0.05869,0.04489,0.0044,0.1526,0.01962,0.16546,0.14581,0.02895,0.98308,0.75191,0.05463
8517,0.09416,0.24697,0.03581,0.26367,0.03665,0.11452,0.05587,0.03419,0.26376,0.23438,0.03498,0.43464,0.17439,0.28034,0.10846
13008,0.23215,0.19336,0.34776,0.03996,0.27162,0.23059,0.36357,0.11872,0.233,0.16851,0.11873,0.35302,1.16801,3.55762,0.13014
19024,0.12618,0.22471,0.03766,0.1835,0.18227,0.12289,0.29852,0.14777,0.0778,0.01739,0.13766,0.03286,0.17904,0.00548,0.10271
18719,1.34251,1.50931,26.30419,0.78536,0.99991,0.75035,1.46836,13.82036,1.28848,1.56324,2.64529,0.81815,0.85644,0.78523,0.35281
1499,2.08627,0.24641,0.43856,0.85894,0.03228,0.07341,0.31221,0.50215,0.27235,0.16562,1.05825,0.32921,0.24821,0.06559,0.0402
15292,0.01492,0.04892,0.03946,0.01558,0.07045,0.00163,0.01625,0.10572,0.07708,0.19692,0.03805,0.12201,0.42939,0.24257,0.04318
18083,0.16739,0.41896,0.37411,0.35739,0.38051,0.30961,0.47884,0.21661,0.42599,0.02914,0.1932,0.41672,0.22229,0.10148,0.52436
18075,0.05893,0.01875,0.02618,0.03015,0.0973,0.02547,0.00428,0.1209,0.04266,0.02238,0.01351,0.05634,0.04193,0.22243,0.01677
11470,0.10648,9.38498,0.11245,0.03235,2.8215,0.03999,3.00425,0.7235,0.39695,20.96276,2.42751,4.44585,13.71222,3.84059,1.26627
15369,0.52097,0.29957,0.21784,0.23902,0.20256,0.13307,0.33755,0.3294,0.19007,0.12752,0.24282,0.00271,26.49615,2.20899,0.17702
7269,0.27831,0.31654,0.17975,0.14059,0.37849,0.19633,0.28545,0.27519,0.2783,0.31334,0.45878,0.30728,0.89579,0.58298,0.17265
21499,0.16767,0.34524,0.15259,0.34989,0.32829,0.17475,0.40101,0.11243,0.57445,0.60277,0.1285,0.52159,0.56573,0.31538,0.28884
7100,0.12618,0.17761,0.28042,0.31475,0.40484,0.18742,0.46858,0.21316,0.15787,0.52613,0.22764,0.60866,0.62752,0.17619,0.15879
21424,0.24336,2.61348,0.13483,0.17788,0.49377,0.28458,0.43322,0.2487,0.45675,0.78613,0.08116,0.03462,0.51064,7.69422,0
21688,0.45638,0.45702,0.19105,0.66451,1.74988,0.37886,2.10323,0.24508,1.27365,1.05707,0.02393,1.75233,10.60393,2.15196,0.20796
7429,2.46814,2.66275,1.13961,1.7754,3.73693,0.74108,2.49129,1.3762,2.26339,1.69273,2.59204,80.70322,5.37997,3.63478,2.28084
5623,0.10062,0.11522,0.14058,0.08041,0.15146,0.13844,0.02524,0.27821,0.02346,0.17443,0.14279,0.10799,0.5266,0.5511,0.26491
20059,0.01855,0.06105,0.10435,0.06471,0.13528,0.04062,0.07901,0.10557,0.11722,0.01872,0.0678,0.03237,0.7449,0.5436,0.19515
16131,0.12618,0.23076,0.0078,0.19646,0.18922,0.16436,0.12856,0.13923,0.05877,0.00174,0.099,0.08091,0.25963,0.09012,0.10147
12313,0.07928,0.09514,0.03786,0.0402,0.1787,0.06346,0.44525,0.27382,0.23754,0.23836,0.12019,0.4546,0.85979,0.6009,0.07532
12602,0.12618,0.22471,0.03766,0.1835,0.18227,0.12289,0.29852,0.14777,0.0778,0.01739,0.13766,0.03286,0.17904,0.00548,0.10271
12020,0.97896,0.24459,1.92942,0.23174,0.0131,0.02422,0.20859,0.75137,0.2748,0.21434,1.11591,1.74041,43.53006,2.71972,0.24982
17498,0.52097,0.29815,0.27408,0.21688,0.30192,0.1101,0.53326,0.38157,0.14705,0.11854,1.0377,0.23822,4.40524,3.00108,0.51038
21120,0.65129,0.78018,0.79305,0.84957,1.06141,0.8055,1.45717,0.76649,0.93741,1.2789,0.34198,1.52312,10.89831,0.90266,0.32459
8462,2.00986,3.21225,1.16523,2.18629,3.61564,9.23,4.13522,1.06296,3.93782,2.63679,2.89004,4.36241,1.59295,3.34553,1.41777
16296,1.34251,1.69849,3.31586,1.52165,3.38422,1.38947,3.26637,1.10787,1.82024,2.97393,1.37888,2.96979,5.80404,2.55058,0.66276
2140,0.35135,0.2476,0.51903,0.15923,0.29983,0.17634,0.50189,0.35837,0.26155,0.28837,0.76256,0.20273,2.45797,0.24941,0.13462
17065,0.05305,0.11302,0.04691,0.07676,0.02338,0.01987,0.06085,0.05206,0.02363,0.1121,0.05759,0.0258,0.06738,0.13134,0.11763
19802,0.05626,0.24171,0.11971,0.03566,0.17554,0.11514,0.021,0.18051,0.01375,0.12439,0.05077,0.08828,0.24558,0.16874,0.06827
10077,0.5085,0.65378,0.73613,0.52132,0.29103,0.00378,0.20143,0.40686,0.41324,0.34854,1.24843,0.0481,0.57584,1.02587,0.27513
11905,0.05444,0.04531,0.06092,0.0504,0.18325,0.04486,0.37344,0.18935,0.07336,0.3118,0.11123,0.25612,1.90019,0.57576,0.07355
20320,0.65129,0.78018,0.79305,0.84957,1.06141,0.8055,1.45717,0.76649,0.93741,1.2789,0.34198,1.52312,10.89831,0.90266,0.32459
15526,0.01459,0.10781,0.05972,0.04318,0.20719,0.07636,0.08432,0.15218,0.06712,0.0868,0.02812,0.14416,0.08662,0.41347,0.08608
10422,0.01697,0.14652,0.04219,0.07287,0.08687,0.07906,0.05877,0.10338,0.08537,0.04456,0.04804,0.08079,0.1759,0.08238,0.05532
15407,0.37404,0.51486,0.18474,0.2908,0.61502,0.26483,0.57661,0.23286,0.38458,0.63025,0.32035,0.2824,0.14587,0.04447,0.07946
14146,0.09854,0.00104,0.04423,0.19852,0.23869,0.06487,0.12954,0.06075,0.06355,0.17756,0.1328,0.56947,0.19082,1.11315,0.33258
8907,1.11082,1.09887,0.8805,1.12774,1.09005,0.59035,2.97541,0.65843,1.45563,1.77098,0.43968,1.91496,13.53462,2.72733,0.34018
13323,0.27222,0.33987,0.15593,0.22529,0.38081,0.20938,0.36573,0.18888,0.27776,0.3866,0.24263,0.22021,0.17078,0.04258,0.07361
19979,0.92702,1.14804,0.54717,0.87967,0.68168,0.46728,0.91184,0.46554,0.99526,1.04122,0.28505,1.00843,0.92967,0.81514,0.51305
1872,1.64586,10.17095,3.04907,3.17218,3.16943,16.40027,4.66514,0.85247,2.89017,2.52966,4.07614,2.53266,2.15431,2.45978,1.30833
20554,0.07683,0.10454,0.06833,0.02512,0.07446,0.0563,0.07466,0.06357,0.10923,0.07503,0.08909,0.16268,0.02236,0.0021,0.11945
15297,0.05893,0.08516,0.00469,0.03211,0.20104,0.21124,0.08685,0.11236,0.1075,0.40274,0.02699,0.24819,0.16906,0.00051,0.11241
13348,0.45638,0.38766,0.19428,0.39236,0.08867,0.15031,0.08465,0.28977,0.47478,0.22116,0.0042,0.01626,0.22521,0.17165,0.11758
7332,0.18627,0.3707,0.08718,0.13512,0.24831,0.07423,0.29252,0.11402,0.30696,0.22244,0.06579,0.40789,0.34802,1.07873,0.12135
32,0.63224,14.32681,1.26354,9.96841,2.04164,0.82224,1.26783,0.33441,11.66441,3.68762,13.96807,8.81263,3.89238,3.42296,0.74919
20916,0.75763,2.87029,0.23969,0.26831,1.44464,1.12785,0.13726,1.97767,0.45604,1.20791,0.22927,0.76777,1.98815,2.88392,3.2306
21707,0.05438,0.07757,0.001,0.01962,0.08942,0.00961,0.15275,0.24587,0.12161,0.1887,0.06677,0.01285,0.48567,0.39986,0.04727
11597,0.35294,0.07379,0.14063,0.66516,0.59618,0.62122,1.91516,0.197,0.49554,0.2977,0.18024,1.05759,1.30989,2.13462,2.55337
11366,0.07496,0.18479,0.05189,0.1575,0.09527,0.05782,0.07789,0.06059,0.16127,0.17534,0.03141,0.32418,1.10541,0.17194,0.04918
21737,0.06026,0.19806,0.2003,0.11683,0.04336,0.02498,0.03429,0.09126,0.17043,0.32717,0.13742,0.20456,0.68593,0.98243,0.40556
16743,0.27831,0.34021,0.23669,0.02791,0.26964,0.18907,0.21351,0.31068,0.20612,0.25473,0.46392,0.04045,0.02486,0.03058,0.27242
14148,0.12957,0.11732,0.073,0.26813,0.26019,0.11011,0.42911,0.24618,0.12919,0.47003,0.2959,0.79573,1.89143,1.2278,0.14211
7595,0.01738,0.14709,0.06612,0.0366,0.04591,0.0261,0.0071,0.12432,0.14196,0.01609,0.04061,0.04181,1.39443,0.76911,0.02012
58,0.0372,0.02666,0.02967,0.02311,0.02055,0.04777,0.04062,0.16362,0.00921,0.19972,0.03074,0.2036,1.61494,0.77917,0
2791,0.12618,0.14521,0.1458,0.16907,0.48391,0.27651,0.37583,0.16844,0.14741,0.09414,0.24436,0.19687,1.99261,7.77972,0.08229
18703,0.14886,0.05164,0.03261,0.144,0.32646,0.08034,0.20953,0.30645,0.16557,0.18431,0.57874,0.47075,13.48965,3.24146,0.95942
8960,0.92702,1.14804,0.54717,0.87967,0.68168,0.46728,0.91184,0.46554,0.99526,1.04122,0.28505,1.00843,0.92967,0.81514,0.51305
11129,0.48097,0.55258,0.23526,0.52189,0.6914,0.26578,0.94098,0.31324,0.76902,0.84886,0.02202,0.89062,1.08848,0.85309,0.57242
21466,0.0717,4.25374,0.27696,0.12672,0.34833,0.48335,0.74816,0.50628,0.41043,0.42004,1.11517,0.02094,0.08731,0.72988,0.44032
14346,0.09279,0.17634,0.07805,0.0421,0.09238,0.00383,0.03198,0.1195,0.01783,0.04489,0.10945,0.0092,0.00051,0.37187,0.55667
7072,3.91958,2.96346,0.96338,3.65903,10537.72695,3.00555,3.1351,1.078,4.46648,2.77543,1.60779,4.4989,5.96584,0.43985,0.54515
3972,0.1747,0.30448,0.36731,0.35733,0.30013,0.25216,0.25529,0.11069,0.47765,0.30603,0.43536,0.41305,0.05432,2.01329,0.07141
7710,0.27831,0.34021,0.23669,0.02791,0.26964,0.18907,0.21351,0.31068,0.20612,0.25473,0.46392,0.04045,0.02486,0.03058,0.27242
45,0.47593,2.1116,1.15938,1.59522,15.87514,0.56685,33.09057,1.71476,6.79333,0.72755,2.06946,5.00751,10.53738,7.12328,0.16724
3144,0.11188,0.13022,0.12325,0.08744,0.17849,0.16068,0.02462,0.38544,0.02402,0.21128,0.16658,0.12107,1.11238,1.22764,0.36038
15975,0.14632,0.14024,0.0544,0.14529,0.10791,0.07299,0.12307,0.2443,0.13127,0.10205,0.52524,0.15123,0.88289,0.61376,0.27548
12583,0.32485,0.43402,0.17431,0.3796,0.53268,0.44288,0.86841,0.33576,0.55386,0.63857,0.01742,0.78872,1.17216,0.78352,0.14598
10868,0.02276,0.20729,0.13724,0.10631,0.27588,0.10831,0.19944,0.1211,0.14927,0.11835,0.02877,0.23358,0.59913,0.22475,0.00814
16740,0.14439,0.22788,0.08273,0.19264,0.40278,0.15785,0.32058,0.18685,0.07706,0.09834,0.25628,0.09153,0.31442,0.33753,0.05477
18454,0.92702,1.14804,0.54717,0.87967,0.68168,0.46728,0.91184,0.46554,0.99526,1.04122,0.28505,1.00843,0.92967,0.81514,0.51305
7261,0.12957,0.03723,0.03852,0.04527,0.09171,0.09235,0.07195,0.22335,0.02432,0.12777,0.2959,0.02924,0.61002,0.58322,0.15285
11848,0.04388,0.13285,0.21537,0.01654,0.16269,0.04654,0.03583,0.17966,0.0498,0.01431,0.22995,0.15529,1.06419,4.38175,2.59085
18838,0.22556,0.60094,0.08789,0.13635,0.26675,0.08661,0.36456,0.16368,0.40048,0.45692,0.05472,0.3733,0.70813,1.94466,0.06375
5759,0.29666,0.00712,0.49361,0.17419,0.31974,0.4926,0.296,0.39418,0.67439,6.38976,0.23792,0.56246,1.71152,2.82297,0.78307
292,0.52097,0.36405,0.21377,0.35949,0.5393,0.21731,0.64713,0.35275,0.52236,0.65152,1.25688,0.39338,0.65604,0.49984,0.23511
17992,0.04589,0.02533,0.31086,0.00137,0.17349,0.10365,0.08962,0.11554,0.00165,0.12715,0.02204,0.19059,0.4845,0.59093,0.37404
12516,0.04589,0.09698,0.50995,0.07333,0.11761,0.16044,0.01163,0.14297,0.01155,0.18431,0.09245,0.18024,0.39788,0.05837,0.18387
6823,0.3955,0.43402,0.21889,0.51885,0.30846,0.32,0.56804,0.4257,0.47336,0.63434,0.07067,0.17956,3.44076,4.23701,0.01457
14120,0.27831,0.36179,0.10252,0.13718,0.58485,0.29177,0.37083,0.24698,0.32675,0.24242,0.45285,0.31978,2.03569,1.00283,0.32218
18739,0.52163,0.77442,0.35021,0.51295,0.76165,0.46983,0.98716,0.39014,0.80264,0.87095,0.11753,0.93433,1.22425,0.92672,0.60984
2600,0.05087,0.1198,0.0594,0.07773,0.08378,0.14806,0.00967,0.25954,0.08533,0.11119,0.06399,0.2747,0.21171,0.22291,0.0385
12113,1.11082,0.8709,1.51777,0.84964,0.5107,0.31671,0.53125,0.9061,1.0046,0.56147,0.58701,0.65569,0.69811,0.67863,0.23894
21744,0.37404,0.51235,0.1484,0.26091,0.8049,0.22617,1.35044,0.25778,0.40314,0.58367,0.54868,4.37038,3.03906,7.94779,1.03766
11199,0.59764,0.77442,0.50821,0.71185,0.54826,0.35526,1.14526,0.51709,0.84664,0.78437,0.21066,0.83837,0.94128,0.3046,0.02305
4782,0.23669,0.65895,0.53111,0.41703,0.1464,0.25809,0.32394,0.06305,0.73003,0.23009,0.12012,0.41855,0.75186,2.01003,0.00617
12612,0.34253,0.2679,0.17024,0.32814,0.40736,0.24853,0.61074,0.21436,0.40388,0.45057,0.18758,0.58273,0.69171,0.26438,0.11786
2185,0.18574,0.07504,0.12533,0.0691,0.03472,0.11261,0.21175,0.25866,0.02101,0.15115,0.06215,0.16011,0.66698,0.45235,0.11611
16147,0.12764,0.15349,0.08588,0.16135,0.05869,0.04489,0.0044,0.1526,0.01962,0.16546,0.14581,0.02895,0.98308,0.75191,0.05463
4508,2.54832,0.91048,0.75303,1.46037,1.46095,0.94253,1.27284,0.46018,1.52905,1.65374,1.32508,1.65246,1.86632,1.68503,4.24326
18474,0.01568,0.06208,0.05868,0.03507,0.04028,0.06934,0.08186,0.11003,0.10448,0.0971,0.05521,0.21059,0.36998,0.23704,0.05553
4608,7.56478,521.56239,14.47838,8.22641,4.55608,0.96199,1.87977,1.05592,8.53274,3.1486,3.79774,2.23575,0.66522,5.34801,0.22364
11263,12.70318,10.09475,9.10454,2.18821,1.91421,0.60965,1.58422,1.36443,7.09918,1.57683,1.09143,1.30625,0.50848,0.48635,0.17962
13630,0.12618,0.10613,0.24434,0.08498,0.26188,0.13257,0.16394,0.19583,0.05436,0.0055,0.23035,0.12712,0.44887,0.68972,0.25894
881,0.04841,0.05128,0.0228,0.0015,0.08445,0.04356,0.23915,0.18241,0.258,0.21723,0.01067,0.30119,0.41364,0.17428,0.09263
1076,0.29797,0.56919,0.66447,0.35549,0.34805,0.3884,0.37825,0.23728,0.27332,0.52228,0.53648,0.49865,0.04923,3.48627,0.03937
16614,0.273,0.12618,0.11519,0.33129,0.01856,0.02594,0.00963,0.30894,0.01679,0.00362,0.08669,0.13488,0.1772,0.08283,0.06226
5914,0.21016,0.30299,0.09074,0.03312,0.17707,0.02399,0.05757,0.26179,0.41189,0.29669,0.11463,0.36624,0.54625,1.23004,0
5318,1.55343,1.51835,2.95386,1.40144,0.85673,0.43017,1.39144,1.45243,1.32572,2.22335,0.91962,1.20399,1.60404,1.10989,0.49065
19093,0.2292,0.42987,0.65431,0.40844,0.1007,0.1326,0.39715,0.07776,0.24173,0.94733,0.22169,0.02638,0.38515,1.49082,0.09638
1965,0.38412,0.25005,0.16767,0.389,0.01529,0.03584,0.05186,0.26166,0.35263,0.28147,0.00856,0.26219,0.73095,0.84975,0.03248
5242,0.45171,1.00913,1.69234,8.37967,0.53474,0.38026,0.54782,0.12852,0.57257,0.44453,0.25266,6.43156,0.20976,0.83368,0.09256
5047,0.12618,0.22471,0.03766,0.1835,0.18227,0.12289,0.29852,0.14777,0.0778,0.01739,0.13766,0.03286,0.17904,0.00548,0.10271
9997,0.1093,0.14869,0.01155,0.04377,0.29847,0.33812,0.15227,0.41781,0.23448,0.21598,0.01269,0.12945,0.01323,0.05728,0.00622
21271,0.03786,0.08192,0.15009,0.02089,0.06399,0.04838,0.05946,0.1621,0.03687,0.01079,0.04314,0.01797,0.11406,0.1124,0.03891
2728,0.03907,0.08708,0.05214,0.05101,0.10085,0.08888,0.13058,0.06633,0.09449,0.01646,0.05678,0.03503,0.02151,0.46998,0.3125
16925,0.36855,1.73129,3.46589,0.97267,1.4695,0.66609,9.61867,0.75375,0.87387,0.43713,1.52345,1.33265,0.47418,0.49306,0.76955
7760,0.27831,0.34021,0.23669,0.02791,0.26964,0.18907,0.21351,0.31068,0.20612,0.25473,0.46392,0.04045,0.02486,0.03058,0.27242
17081,0.39852,0.75629,0.74095,0.58056,1.2143,0.48575,0.65244,0.73044,0.71681,0.80732,2.23438,0.5992,1.16102,1.43866,0.17099
20909,0.08058,0.16154,0.07337,0.05528,0.49956,0.37716,0.33326,0.35605,0.31708,0.16515,0.05448,0.26844,0.80605,0.88589,0.09756
14413,0.22016,0.59091,2.49191,1.05784,0.38014,0.36279,0.07726,0.35556,0.24034,0.12989,6.39204,0.8497,0.28224,5.07049,0
6856,0.12532,0.1156,0.07392,0.37775,0.11465,0.17739,0.18692,0.05691,0.01039,0.01249,0.09548,0.3186,0.09561,0.1482,0.07105
1425,0.12957,0.0491,0.03158,0.12587,0.24611,0.07437,0.17323,0.23457,0.14205,0.15562,0.36658,0.32008,0.93099,0.76423,0.48964
11682,0.27222,0.33878,0.12922,0.20692,0.44595,0.18445,0.57455,0.20495,0.28731,0.36856,0.35429,0.81379,1.49042,1.14393,0.50924
7437,0.52097,0.36594,0.20516,0.48841,0.68737,0.33072,1.56898,0.27284,0.6775,0.82008,0.23089,1.39651,2.24371,0.35939,0.1336
4137,1.23502,0.94484,7.16437,0.61883,0.50958,0.33164,0.8247,1.42526,0.99933,0.5188,1.63207,0.42183,0.38997,0.24945,0.1985
1316,0.09853,0.12944,0.01141,0.04193,0.22986,0.25268,0.13215,0.29468,0.18994,0.17762,0.01285,0.11461,0.01306,0.06076,0.00626
727,0.38564,0.46315,0.21914,0.16359,0.60898,0.24429,0.39949,0.37967,0.38562,0.45632,0.84768,0.44358,8.59602,1.39796,0.20867
4340,0.04589,0.1001,0.13663,0.05739,0.06291,0.00745,0.28219,0.11847,0.05185,0.52268,0.00345,0.30334,2.84315,1.76764,0.57312
21752,0.04145,0.17903,0.0206,0.00619,0.11732,0.09467,0.05115,0.04313,0.01303,0.12666,0.02806,0.2009,0.06168,0.39946,0.06166
16607,1.11082,1.09887,0.8805,1.12774,1.09005,0.59035,2.97541,0.65843,1.45563,1.77098,0.43968,1.91496,13.53462,2.72733,0.34018
3061,0.04841,0.10699,0.06315,0.07213,0.0773,0.12896,0.00957,0.20606,0.07862,0.12511,0.06014,0.37873,0.26858,0.28686,0.04004
20413,0.01679,0.00213,0.01495,0.04718,0.04009,4.00E-05,0.02304,0.09148,0.01603,0.13047,0.09962,0.151,0.59335,0.67613,0.10482
495,0.02335,0.05307,0.07429,0.0198,0.11075,0.02623,0.02059,0.076,0.01869,0.18848,0.12188,0.03672,0.22537,0.15369,0.21832
8282,0.01387,0.09973,0.10471,0.05976,0.16147,0.04139,0.11812,0.07156,0.22344,0.13191,0.08886,0.30498,0.10577,0.20505,0.34894
7628,0.04388,0.02786,0.16165,0.05795,0.21422,0.17007,0.10486,0.12392,0.00903,0.22207,0.04048,0.07538,0.40877,0.47567,0.29815
11825,0.01441,0.014,0.09563,0.01128,0.03446,0.07522,0.02351,0.07933,0.12651,0.11794,0.18192,0.24446,0.40689,0.40977,0.0691
2670,0.05278,0.10514,0.04927,0.01914,0.05291,0.08949,0.01713,0.05148,0.07541,0.02352,0.03958,0.15072,0.09987,0.3049,0.24102
12924,0.24472,0.40642,0.53692,0.34241,0.00151,0.03471,0.19413,0.1731,0.4945,0.41964,0.31003,0.57492,0.67931,2.12768,2.67539
5494,0.8528,0.79127,0.33354,0.89857,0.6583,0.35695,1.05711,0.36006,0.92791,1.02815,0.25905,0.97666,0.98484,0.92141,0.45941
2705,0.08318,0.35011,0.03564,0.1031,0.16018,0.10507,0.16568,0.04651,0.36385,0.12017,0.07485,0.3362,0.36664,0.88018,0.15001
12350,0.24078,0.27973,0.06528,0.10793,0.22072,0.02311,0.02895,0.12913,0.13577,0.04523,0.11645,0.30845,0.00756,0.27039,0.41189
7002,0.72603,1.61518,1.08131,1.48366,1.79822,0.82571,0.86456,0.27728,1.43136,0.88031,21.33781,0.53822,0.52603,0.09272,0.27599
11747,0.97896,0.24459,1.92942,0.23174,0.0131,0.02422,0.20859,0.75137,0.2748,0.21434,1.11591,1.74041,43.53006,2.71972,0.24982
20093,0.01855,0.03687,0.11052,0.06445,0.04605,0.01906,0.03319,0.099,0.06536,0.03203,0.07323,0.0863,0.10512,0.02614,0.0299
6894,0.37427,0.79444,0.82838,3.12346,3.05484,0.69379,0.06042,8.08891,0.67959,0.52248,0.24199,0.42922,5.17974,2.38706,0.70572
6296,0.04841,0.10699,0.06315,0.07213,0.0773,0.12896,0.00957,0.20606,0.07862,0.12511,0.06014,0.37873,0.26858,0.28686,0.04004
16441,0.24012,0.1662,0.43732,0.36137,0.65884,0.34365,0.81449,0.11853,0.79463,0.16316,0.32932,0.28791,0.48885,0.03548,0.53763
18679,0.03397,0.00821,0.04696,0.04245,0.02706,0.13754,0.03839,0.04772,0.0638,0.1203,0.042,0.05754,0.23107,0.33931,0.18723
8148,0.06431,0.28883,0.02139,0.21983,0.0219,0.00655,0.13563,0.04608,0.20562,0.16523,0.0919,0.17694,0.06441,0.01342,0.04172
15742,0.12957,0.08069,0.0248,0.12275,0.39331,0.10607,0.18368,0.21375,0.16912,0.09703,0.36561,0.33241,0.58571,0.27669,0.09041
809,0.14439,0.29998,0.00786,0.2445,0.23338,0.19669,0.14752,0.16175,0.06243,0.00174,0.10988,0.08804,0.35067,0.09905,0.11293
16293,1.64586,45.53716,2.28199,2.85528,1.5768,1.23772,3.10773,0.62965,2.05908,1.32287,4.93166,1.79106,2.38557,1.13315,0.86991
3064,0.34253,0.22967,0.21512,0.17823,0.23191,0.09918,0.34779,0.27619,0.1282,0.10598,0.50925,0.19239,1.29367,0.75007,0.33791
6669,10.02389,6.74587,2.93136,5.65075,1.04373,0.46351,1.13333,9.64907,218.44293,1.28035,1.42134,1.90434,2.31252,2.11167,0.31396
1018,0.0372,0.11652,0.07453,0.09178,0.22996,0.15194,0.32199,0.14835,0.10131,0.12264,0.05119,0.38197,0.77982,0.36125,0
14813,0.04841,0.05128,0.0228,0.0015,0.08445,0.04356,0.23915,0.18241,0.258,0.21723,0.01067,0.30119,0.41364,0.17428,0.09263
9772,0.52097,0.29815,0.27408,0.21688,0.30192,0.1101,0.53326,0.38157,0.14705,0.11854,1.0377,0.23822,4.40524,3.00108,0.51038
11525,0.64973,0.76802,0.99257,0.94686,1.07642,0.42654,1.42162,0.34967,1.26556,0.88814,1.8738,1.33605,1.02887,0.35365,0.09341
21411,2.01478,3.00964,2.37432,447.81639,5.45064,0.84028,16.10033,0.71412,9.41159,0.83104,5.56918,1.25946,1.61559,2.69604,1.46546
