ID,GBM_1,GBM_2,DP_1,GBM_3,GBM_4,GBM_5,GBM_6,GLM_7,GBM_8,GBM_9,DP_2,GBM_10,GBM_11,DRF_1,XRT_1
17753,0.03934,0.0156,0.07007,0.06352,0.11313,0.0364,0.07448,0.06391,0.01568,0.09911,0.08412,0.05527,0.16552,0.49979,0.4315
16451,0.03863,0.15739,0.07489,0.07521,0.23726,0.17064,0.28186,0.18777,0.0944,0.10847,0.06285,0.2142,0.2747,0.1585,0.05819
4487,0.34253,0.22967,0.34383,0.14585,0.04727,0.06483,0.1886,0.31196,0.13176,0.09067,0.74139,0.04173,0.1365,0.12161,0.0749
13888,0.6683,0.61541,0.77294,0.87903,0.70322,0.45159,0.73874,0.50373,0.62062,0.24882,0.9305,0.6322,1.06001,1.24199,0.33959
19662,1.11082,0.8709,1.51777,0.84964,0.5107,0.31671,0.53125,0.9061,1.0046,0.56147,0.58701,0.65569,0.69811,0.67863,0.23894
12855,2.54832,0.87417,0.68212,1.10989,0.86503,1.18902,1.47444,0.33296,1.12695,0.82544,1.18925,0.94376,0.42752,0.18396,0.45997
1165,0.05893,0.08516,0.00469,0.03211,0.20104,0.21124,0.08685,0.11236,0.1075,0.40274,0.02699,0.24819,0.16906,0.00051,0.11241
13277,0.04589,0.15541,0.39935,0.05961,0.11039,0.04161,0.00892,0.17434,0.01197,0.283,0.18277,0.35936,0.25091,0.33274,0.02964
19127,0.31336,0.31367,0.16041,0.39922,0.63635,0.27477,0.67776,0.19684,0.56018,0.51387,0.02337,0.63667,1.10412,0.68274,0.17216
3882,0.21445,0.11204,0.10329,0.24885,0.01891,0.02529,0.00973,0.23602,0.01707,0.00361,0.09492,0.15591,0.21537,0.09031,0.05861
12831,0.13636,0.12944,0.02752,0.04649,0.17125,0.12842,0.01217,0.36177,0.11221,0.17287,0.06904,0.07953,0.1267,0.15572,0.09286
8750,3.01526,5.2806,49.51849,17.98616,2.0005,4.80917,3.31077,6.45553,7.91358,3.20206,1.66796,2.50496,1.35868,0.68128,0.64568
20512,0.05398,0.06627,0.04344,0.12188,0.09796,0.10847,0.15932,0.04937,0.32066,0.11313,0.0562,0.25921,0.74594,2.55559,0.1526
11070,0.14437,0.20874,0.11835,0.23397,0.28886,0.06819,0.4342,0.14351,0.33199,0.35205,0.14557,0.48205,0.92964,0.65246,0.16995
14100,12.70318,7.75504,1.20833,7.31033,2.1415,0.87717,10.34301,0.87105,209.9838,25.25745,0.3987,119.63466,13.21826,4.40939,1.0536
12714,0.11188,0.13022,0.12325,0.08744,0.17849,0.16068,0.02462,0.38544,0.02402,0.21128,0.16658,0.12107,1.11238,1.22764,0.36038
640,0.97896,0.28102,1.41818,0.62039,0.31761,0.09548,6.85529,0.57273,0.00871,0.53397,1.07252,7.79825,1.68554,2.01603,0.19956
2450,0.13636,0.12944,0.02752,0.04649,0.17125,0.12842,0.01217,0.36177,0.11221,0.17287,0.06904,0.07953,0.1267,0.15572,0.09286
16522,0.52097,0.29957,0.21784,0.23902,0.20256,0.13307,0.33755,0.3294,0.19007,0.12752,0.24282,0.00271,26.49615,2.20899,0.17702
20812,0.37427,0.79444,0.82838,3.12346,3.05484,0.69379,0.06042,8.08891,0.67959,0.52248,0.24199,0.42922,5.17974,2.38706,0.70572
15671,0.14439,0.29998,0.00786,0.2445,0.23338,0.19669,0.14752,0.16175,0.06243,0.00174,0.10988,0.08804,0.35067,0.09905,0.11293
5147,0.52097,0.29815,0.52399,0.17075,0.04514,0.06933,0.23243,0.45339,0.15176,0.09972,2.86689,0.04354,0.12011,0.10843,0.06968
12326,0.97896,0.28102,0.97275,1.59733,1.17263,0.02028,199.56347,0.46271,0.05861,4.24303,1.03358,21.73105,4.58487,2.39083,0.38158
6740,0.34253,0.2679,0.17024,0.32814,0.40736,0.24853,0.61074,0.21436,0.40388,0.45057,0.18758,0.58273,0.69171,0.26438,0.11786
17122,0.05305,0.06287,0.04506,0.14884,0.00734,0.02357,0.12779,0.05096,0.14614,0.15505,0.06411,0.09281,0.13676,0.12806,0.05444
69,0.49667,0.4539,0.69751,0.48665,0.06554,0.03718,0.16892,0.34807,0.36552,0.15315,0.83269,0.14438,0.58641,1.00845,0.00095
4102,0.16767,0.42803,0.19769,0.52846,0.41705,0.38668,0.29343,0.1385,0.54529,0.97122,0.17364,0.86237,0.81583,1.72278,0.60722
12740,0.92702,0.90987,0.90103,0.68634,0.65685,0.37875,0.61304,0.57706,0.87653,0.61193,0.52186,0.5664,0.33708,0.32721,0.15227
14788,0.14632,0.20583,0.1513,0.18885,0.12635,0.08841,0.11325,0.2031,0.12407,0.0096,0.25192,0.04977,0.04845,0.00076,0.01927
8783,0.00501,0.02851,0.05774,0.00679,0.02,0.00751,0.01351,0.12129,0.13801,0.3159,0.00637,0.167,0.55059,1.44226,0.34958
11364,0.09944,1.47428,4.58227,0.1377,12.82077,0.01544,0.23273,2.23161,1.56977,1.01792,0.34047,0.53141,0.21593,0.42775,0.18105
5952,0.05626,0.24171,0.11971,0.03566,0.17554,0.11514,0.021,0.18051,0.01375,0.12439,0.05077,0.08828,0.24558,0.16874,0.06827
18958,0.02244,0.06678,0.13632,0.02863,0.01886,0.05431,0.02693,0.12175,0.06634,0.01836,0.03193,0.06557,0.29326,0.30963,0.02851
14448,0.0189,0.09869,0.10579,0.07282,0.00581,0.13471,0.1347,0.10277,0.12713,0.17573,0.06882,0.38643,1.18831,0.74819,0.08636
20612,0.16873,0.2638,0.13424,0.30543,0.4062,0.07318,0.76742,0.16756,0.49698,0.54333,0.17036,0.9307,13.2123,1.87737,0.20474
12751,0.05087,0.05406,0.02229,0.0015,0.07787,0.04174,0.19299,0.2231,0.20509,0.17846,0.01079,0.23147,0.29261,0.14842,0.08478
14422,0.00497,0.05677,0.10585,0.00341,0.0153,0.03624,0.03095,0.0768,0.01071,0.00751,0.17725,0.08642,0.07718,0.30385,0.10639
5754,0.09691,0.17062,0.26088,0.09377,0.13753,0.05023,0.2815,0.14627,0.00905,0.12646,0.30275,0.16843,0.03126,0.43367,0.13642
20732,0.10562,0.06951,0.11775,0.06541,0.13359,0.03412,0.05046,0.12665,0.18415,0.20828,0.09399,0.22319,0.18033,0.01154,0.20266
4942,10.54878,0.35666,1.14704,8.79682,0.08257,0.12739,0.6096,0.63439,0.21363,1.12886,4.86542,0.01131,14.8157,1.06054,0.20236
18677,1.15233,1.00192,0.93539,1.13838,0.82002,0.49031,2.13667,0.5136,1.13275,1.46542,0.79157,1.80923,1.98702,1.22999,0.18277
449,0.09065,0.24859,0.03259,0.24734,0.05787,0.03776,0.08245,0.05144,0.2572,0.1597,0.07598,0.24625,0.1506,0.186,0.0522
19938,1.64586,6.9474,2.14582,10.09982,6.4091,6.29055,3.10773,0.49917,8.87725,4.72876,6.28403,16.78001,0.74677,0.15538,0.85174
816,2.08627,0.24641,0.27878,2.14108,0.16184,0.05813,1.08626,0.41553,0.17517,0.07871,0.28917,0.64386,2.08101,0.77155,0.43051
13533,0.49667,1.28102,0.88951,0.71325,2.86189,0.31961,0.72777,0.3761,0.97976,0.60645,1.19718,2.03823,0.34437,1.04456,0.21208
9899,0.92702,1.14804,0.54717,0.87967,0.68168,0.46728,0.91184,0.46554,0.99526,1.04122,0.28505,1.00843,0.92967,0.81514,0.51305
7366,0.97896,0.24459,1.92942,0.23174,0.0131,0.02422,0.20859,0.75137,0.2748,0.21434,1.11591,1.74041,43.53006,2.71972,0.24982
15350,0.39852,0.75629,0.74095,0.58056,1.2143,0.48575,0.65244,0.73044,0.71681,0.80732,2.23438,0.5992,1.16102,1.43866,0.17099
2288,0.04589,0.15076,0.39291,0.02367,0.07372,0.01852,0.03177,0.13898,0.0261,0.12158,0.12346,0.46655,0.09606,0.30496,0.3883
4707,0.04466,0.02183,0.09625,0.0022,0.08029,0.02574,0.27861,0.20419,0.24558,0.3332,0.07118,0.45612,0.79036,0.58817,0.05943
11144,0.05758,0.04747,0.06487,0.04798,0.15487,0.04696,0.2719,0.23358,0.06835,0.23769,0.10009,0.2039,0.65519,0.36538,0.06851
12863,0.75095,1.02555,1.22591,1.03947,1.24993,0.51801,0.8203,1.35177,0.95114,1.02809,38.82773,0.89487,0.989,1.26239,0.44429
8420,0.02858,0.09221,0.05495,0.00714,0.06328,0.12572,0.01959,0.09694,0.01663,0.07582,0.03245,0.10203,19.50285,2.39545,0.04776
2253,0.02244,0.0743,0.12855,0.02934,0.02141,0.06819,0.01744,0.13185,0.08487,0.01619,0.03865,0.00585,0.49584,0.17773,0
20616,0.14632,0.14024,0.0544,0.14529,0.10791,0.07299,0.12307,0.2443,0.13127,0.10205,0.52524,0.15123,0.88289,0.61376,0.27548
12049,0.6684,1.22822,1.78511,1.33335,1.08013,0.80437,0.66701,0.83381,0.84908,1.38097,4.26542,0.699,8.74236,1324.27388,0.67007
20122,0.00796,0.0648,0.03592,0.11847,0.02601,0.02404,0.06057,0.08341,0.11081,0.08096,0.12538,0.39229,1.02718,0.12007,0.3499
14885,0.04421,0.23438,0.0472,0.15341,0.25956,0.17788,0.09435,0.04786,0.33698,0.40872,0.02258,0.60643,0.60904,1.11957,0.42764
4109,5.25494,18.55846,1.4433,15.77968,1.13097,0.38033,9.13926,8.56412,3.98992,2.10487,2.87722,1.33419,0.42212,0.24615,0.16719
12101,0.11188,0.09598,0.13487,0.0605,0.23633,0.15666,0.04723,0.50886,0.00436,0.03144,0.22345,0.00565,0.45111,0.38505,0.06078
9295,0.07854,0.09006,0.05481,0.1752,0.11041,0.0554,0.08624,0.05324,0.19522,0.15963,0.08481,0.20061,0.28465,0.06849,0.03265
13399,3.91958,2.96346,0.96338,3.65903,10537.72695,3.00555,3.1351,1.078,4.46648,2.77543,1.60779,4.4989,5.96584,0.43985,0.54515
13583,0.67598,0.1977,0.218,0.68164,0.19309,0.06172,12.59323,0.29355,0.21237,0.08544,0.22431,1.8079,1.92506,3.37732,0.75596
20503,0.06318,0.08336,0.4886,0.12308,0.2306,0.09977,0.17596,0.0617,0.29647,0.17469,0.22417,0.32968,0.42824,2.0238,0.07457
16370,0.0758,0.08327,0.14487,0.11345,0.1297,0.09627,0.02032,0.14806,0.1194,0.12345,0.00725,0.10948,1.87991,0.72513,0.06737
1471,0.0372,0.02666,0.02967,0.02311,0.02055,0.04777,0.04062,0.16362,0.00921,0.19972,0.03074,0.2036,1.61494,0.77917,0
13680,0.02225,0.17772,0.11551,0.07491,0.13939,0.12961,0.11408,0.11309,0.08918,0.0507,0.04353,0.01206,0.46986,0.44498,0.05161
156,5.79341,3.79077,0.50046,8.8591,1.92653,0.55508,18.50932,0.56265,12.87105,36.52002,0.34961,41.84126,64.96293,11.72396,0.84984
1797,1.11082,0.8709,1.51777,0.84964,0.5107,0.31671,0.53125,0.9061,1.0046,0.56147,0.58701,0.65569,0.69811,0.67863,0.23894
4066,0.59764,0.77442,0.50821,0.71185,0.54826,0.35526,1.14526,0.51709,0.84664,0.78437,0.21066,0.83837,0.94128,0.3046,0.02305
3182,12.70318,7.75504,1.20833,7.31033,2.1415,0.87717,10.34301,0.87105,209.9838,25.25745,0.3987,119.63466,13.21826,4.40939,1.0536
18206,0.07506,0.19927,0.11556,0.13903,0.27804,0.14302,0.28472,0.12481,0.17026,0.23981,0.05545,0.32246,0.72568,0.61585,0.11087
886,0.28707,0.43763,0.34177,0.19398,0.30235,0.09805,0.15415,0.24467,0.13369,0.14429,0.48692,0.24215,0.93707,2.00245,0.65778
7472,0.24264,0.21332,0.51169,0.46529,0.63187,0.47701,0.54631,0.13147,0.89951,0.393,0.5471,0.58112,27.93535,2.30363,0.17183
12430,0.02295,0.0727,0.16615,0.05683,0.16755,0.07313,0.27468,0.14287,0.15888,0.01241,0.03265,0.18805,4.072,0.64176,0.00222
3256,0.04059,0.02727,0.06056,0.02908,0.1556,0.03249,0.05826,0.06292,0.03167,0.00816,0.07958,0.08861,0.07028,0.19126,0.12163
17770,0.12764,0.14922,0.04942,0.14889,0.07593,0.04078,0.19054,0.16292,0.04091,0.04327,0.19873,0.20512,95.11528,2.09202,0.34794
16671,0.05758,0.16622,0.09138,0.06923,0.22869,0.15275,0.11563,0.20364,0.03099,0.13277,0.07753,0.08659,0.17894,0.11165,0.0473
8974,2.01478,3.00964,2.37432,447.81639,5.45064,0.84028,16.10033,0.71412,9.41159,0.83104,5.56918,1.25946,1.61559,2.69604,1.46546
14488,0.02807,0.17665,0.02117,0.06818,0.21629,0.1203,0.08902,0.13974,0.06656,0.03111,0.0085,0.03046,0.08929,0.10242,0.02797
1754,0.31336,0.27936,0.16268,0.28179,0.08145,0.13067,0.07805,0.22467,0.32193,0.18111,0.00418,0.016,0.18381,0.1465,0.10521
12832,0.49667,0.4539,0.69751,0.48665,0.06554,0.03718,0.16892,0.34807,0.36552,0.15315,0.83269,0.14438,0.58641,1.00845,0.00095
14266,0.8528,0.79127,0.33354,0.89857,0.6583,0.35695,1.05711,0.36006,0.92791,1.02815,0.25905,0.97666,0.98484,0.92141,0.45941
7406,0.185,0.14382,0.30892,0.28054,0.37855,0.24792,0.44833,0.09935,0.49596,0.2825,0.29873,0.07959,0.22055,0.02511,0.41372
15247,0.45638,0.45702,0.19105,0.66451,1.74988,0.37886,2.10323,0.24508,1.27365,1.05707,0.02393,1.75233,10.60393,2.15196,0.20796
19320,0.38564,0.56688,0.11423,0.15899,1.40879,0.41197,0.58939,0.32798,0.48532,0.31999,0.82766,0.47011,0.67059,0.50071,0.24367
5439,1.99023,1.45203,7.05233,1.84297,0.78335,0.90225,1.31896,16.88401,1.34039,1.61095,1.52909,1.29741,2.68649,0.76988,0.5864
15049,0.01855,0.03687,0.11052,0.06445,0.04605,0.01906,0.03319,0.099,0.06536,0.03203,0.07323,0.0863,0.10512,0.02614,0.0299
13466,2.2048,5.78395,2.04818,3.26596,2.27501,0.60578,5.07801,0.62448,3.42091,3.30943,26.27094,1.62552,2.3714,1.22742,1.5215
88,0.04275,0.02137,0.1065,0.0022,0.0873,0.02642,0.38621,0.16957,0.32552,0.49971,0.06645,0.83865,3.77,1.42819,0.06318
14834,0.1093,0.14869,0.01155,0.04377,0.29847,0.33812,0.15227,0.41781,0.23448,0.21598,0.01269,0.12945,0.01323,0.05728,0.00622
12157,46.52562,0.32379,2.07594,0.30165,0.01327,0.02482,0.17259,3.02206,0.21556,0.17651,9.62768,0.63509,0.97754,0.73116,0.19989
1482,0.02244,0.06778,0.14248,0.05377,0.14351,0.06815,0.21549,0.12501,0.1371,0.01257,0.03375,0.15829,0.80284,0.3909,0.00222
21435,0.00516,0.02799,0.09284,0.01974,0.01564,0.01811,0.00099,0.09521,0.03873,0.12967,0.05513,0.23617,0.84389,0.39254,0.18458
5548,46.52562,0.32379,2.07594,0.30165,0.01327,0.02482,0.17259,3.02206,0.21556,0.17651,9.62768,0.63509,0.97754,0.73116,0.19989
18128,0.19363,0.14252,0.30426,0.26544,0.39717,0.25576,0.44888,0.10597,0.44278,0.14027,0.24773,0.22355,0.32834,0.03678,0.34965
18304,0.05565,0.06504,0.02822,0.02866,0.11038,0.12572,0.06549,0.09497,0.10106,0.30139,0.06551,0.25606,0.70599,0.48122,0.24845
10312,0.00796,0.0648,0.03592,0.11847,0.02601,0.02404,0.06057,0.08341,0.11081,0.08096,0.12538,0.39229,1.02718,0.12007,0.3499
16154,0.52097,0.29957,0.21784,0.23902,0.20256,0.13307,0.33755,0.3294,0.19007,0.12752,0.24282,0.00271,26.49615,2.20899,0.17702
5293,1.55343,1.51835,2.95386,1.40144,0.85673,0.43017,1.39144,1.45243,1.32572,2.22335,0.91962,1.20399,1.60404,1.10989,0.49065
14883,0.05438,0.07757,0.001,0.01962,0.08942,0.00961,0.15275,0.24587,0.12161,0.1887,0.06677,0.01285,0.48567,0.39986,0.04727
16084,0.9828,0.53406,0.43922,0.70653,0.48174,0.31304,0.35479,0.12271,7.56572,1.57737,0.13576,7.34236,5.83728,14.54546,0
12841,1.68113,1.60141,18.05655,1.60872,1.25141,0.66719,2.90857,7.05335,1.5079,2.44452,3.10204,1.57714,2.34125,0.28342,0.34744
5206,0.03648,0.06807,0.13285,0.0195,0.06318,0.01941,0.02587,0.12823,0.01356,0.01102,0.05012,0.31112,1.20686,0.4831,0.11462
20988,0.75095,1.02555,1.22591,1.03947,1.24993,0.51801,0.8203,1.35177,0.95114,1.02809,38.82773,0.89487,0.989,1.26239,0.44429
5979,0.06837,0.27774,0.29731,0.098,0.009,0.04383,0.05621,0.10087,0.17406,0.21718,0.09227,0.25136,0.59179,0.24577,0.18827
579,3.72583,0.09867,0.9242,0.42893,5.03897,0.00871,1.59687,0.96985,0.4701,0.52633,2.80581,0.59067,0.9366,5.97465,0
19773,1.83001,1.9898,0.95803,1.38318,2.56369,3.15839,2.4664,0.73751,1.60198,1.33883,1.522,5.14763,0.4179,0.03427,0.42705
13220,0.59839,0.64078,1.34168,1.08201,1.68103,0.71318,0.57768,1.8561,0.82123,0.52013,0.77766,0.71934,0.43556,0.35022,0.10023
15130,0.01564,0.0746,0.08691,0.01172,0.00537,0.0214,0.0036,0.09665,0.04387,0.02426,0.10596,0.1239,1.28789,0.99756,0.11256
19588,0.07696,0.55247,0.21875,0.08257,0.02411,0.01651,0.10104,0.16733,0.03144,0.76758,0.03732,0.08022,0.86977,0.24843,0.17156
6981,0.04043,0.16097,0.04118,0.10998,0.12129,0.1065,0.10667,0.04558,0.12926,0.30762,0.0244,0.4726,0.48289,0.66779,0.15148
8050,0.07933,0.10397,0.12184,0.11763,0.14063,0.00193,0.03322,0.08859,0.08831,0.02654,0.10712,0.21695,0.05233,2.13361,4.00931
2676,0.13991,0.46674,0.07885,0.20309,0.30023,0.16963,0.38069,0.13654,0.5666,0.51901,0.06365,0.7374,0.80103,0.85014,0.6102
11563,0.37886,0.57827,0.83961,0.53003,0.62605,0.86923,0.89614,0.34953,0.38861,0.37366,0.73449,0.34822,0.23099,0.45603,0
10311,0.01441,0.014,0.09563,0.01128,0.03446,0.07522,0.02351,0.07933,0.12651,0.11794,0.18192,0.24446,0.40689,0.40977,0.0691
13309,0.05758,0.16622,0.09138,0.06923,0.22869,0.15275,0.11563,0.20364,0.03099,0.13277,0.07753,0.08659,0.17894,0.11165,0.0473
14101,3.01526,40.14569,5.42654,26.3367,5.00111,1.07473,4.56475,3.84273,19.46478,36.59418,0.97489,8.51177,89.91473,4.81106,0.7995
10984,0.27222,0.33987,0.15593,0.22529,0.38081,0.20938,0.36573,0.18888,0.27776,0.3866,0.24263,0.22021,0.17078,0.04258,0.07361
20393,0.1076,0.16437,0.07763,0.03982,0.33385,0.2313,0.23857,0.39215,0.15074,0.33887,0.15354,0.38604,0.97946,0.7901,0.0176
7690,0.18574,0.07504,0.12533,0.0691,0.03472,0.11261,0.21175,0.25866,0.02101,0.15115,0.06215,0.16011,0.66698,0.45235,0.11611
7104,0.04968,0.05181,0.41015,0.08027,0.08022,0.19952,0.0853,0.06124,0.17225,0.11083,0.1636,0.0379,0.0277,0.22114,0.77728
8771,0.35135,0.2476,0.51903,0.15923,0.29983,0.17634,0.50189,0.35837,0.26155,0.28837,0.76256,0.20273,2.45797,0.24941,0.13462
12852,0.64244,1.42234,1.03536,1.21225,5.52231,0.83139,1.33159,5.95113,3.17334,0.12522,0.79982,0.16568,1.43444,1.48696,0.15043
1624,0.34253,0.26689,0.17612,0.26443,0.35036,0.17851,0.39288,0.26077,0.34312,0.3945,0.55691,0.28232,0.39615,0.33326,0.19036
15548,0.45638,0.45702,0.19105,0.66451,1.74988,0.37886,2.10323,0.24508,1.27365,1.05707,0.02393,1.75233,10.60393,2.15196,0.20796
10423,0.07457,0.13907,0.07918,0.05238,0.33314,0.27387,0.24996,0.26256,0.24075,0.14174,0.05167,0.21163,0.4463,0.46975,0.08889
9409,0.27222,0.33878,0.10121,0.17616,0.28022,0.16729,0.28453,0.22401,0.24846,0.23332,0.43962,0.12057,0.19658,0.36143,0.06823
6022,0.14439,0.28984,0.03629,0.22473,0.22289,0.14011,0.42555,0.1734,0.08436,0.0177,0.15964,0.03397,0.21809,0.00551,0.11447
14076,1.34251,1.69849,10.58601,1.10384,1.21012,0.64648,1.80614,2.0513,1.57198,1.92371,2.24289,1.74484,1.88006,1.69146,1.13204
19385,0.06923,0.01592,0.04046,0.10822,0.11577,0.09796,0.09735,0.07033,0.03225,0.02822,0.06467,0.00743,0.00735,0.45366,0.44603
10693,0.03786,0.08192,0.15009,0.02089,0.06399,0.04838,0.05946,0.1621,0.03687,0.01079,0.04314,0.01797,0.11406,0.1124,0.03891
20956,1.34251,1.69849,10.58601,1.10384,1.21012,0.64648,1.80614,2.0513,1.57198,1.92371,2.24289,1.74484,1.88006,1.69146,1.13204
15376,0.18574,0.10708,0.13739,0.28103,0.67963,0.2921,0.43861,0.22245,0.14608,0.27381,0.03706,0.73673,1.21338,0.58394,0.17543
8556,0.05758,0.16622,0.09138,0.06923,0.22869,0.15275,0.11563,0.20364,0.03099,0.13277,0.07753,0.08659,0.17894,0.11165,0.0473
10079,1.51408,205.88211,29.98087,2.34363,0.4974,0.28713,2.53127,1.83896,3.17873,1.01999,1.8781,1.02134,0.82964,1.27957,0.42204
6919,0.16553,0.19219,0.16513,0.24414,1.36954,1.07825,0.65067,0.74855,0.01644,0.24073,0.21442,0.04675,1.2209,1.02378,2.07696
4684,0.04363,0.00555,0.04288,0.01172,0.24752,0.03565,0.09034,0.12729,0.21069,0.28368,0.00536,0.19718,1.93613,2.01648,0.38553
18917,0.18498,0.15229,0.38833,0.30194,0.24376,0.20652,0.29615,0.13224,0.36206,0.36106,0.38645,0.42947,0.6519,0.76083,0.04585
20025,0.01571,0.03347,0.09848,0.01651,0.06727,0.09768,0.04059,0.0835,0.01815,0.00606,0.15696,0.50817,1.01383,0.96595,0.03428
3148,0.03863,0.04523,0.04481,0.03288,0.08933,0.07048,0.04716,0.21293,0.00928,0.02171,0.0882,0.08795,0.61202,0.30633,0.05777
12515,0.35135,0.23758,1.11137,0.4169,0.36488,0.14781,0.86409,0.64724,0.31993,0.22524,0.81155,0.69963,1.75876,0.63354,0.16926
10029,0.01564,0.01464,0.0752,0.01483,0.04971,0.00418,0.07314,0.10291,0.10179,0.06056,0.07694,0.26159,2.39162,1.10399,0.00705
8757,0.18574,0.10708,0.13739,0.28103,0.67963,0.2921,0.43861,0.22245,0.14608,0.27381,0.03706,0.73673,1.21338,0.58394,0.17543
13673,0.38412,0.25005,0.16767,0.389,0.01529,0.03584,0.05186,0.26166,0.35263,0.28147,0.00856,0.26219,0.73095,0.84975,0.03248
16610,1.60752,1.42932,1.59464,2.48539,1.20182,4.34048,0.90486,0.49592,3.50525,0.63617,10.42748,0.35827,0.17944,1.41882,64.90554
14884,0.05438,0.152,0.04266,0.05598,0.07482,0.25657,0.13109,0.29088,0.23529,0.0489,0.0108,0.09145,0.97799,0.58942,0.13584
9939,0.43949,0.66211,0.42557,0.40232,0.78925,0.39495,0.53548,0.21063,1.14854,1.41437,0.54237,3.58592,5.10368,3.77359,0.60309
9675,0.52097,0.36594,0.20516,0.48841,0.68737,0.33072,1.56898,0.27284,0.6775,0.82008,0.23089,1.39651,2.24371,0.35939,0.1336
19708,0.02244,0.06018,0.14409,0.04955,0.02209,0.02372,0.11949,0.11589,0.11414,0.01223,0.02791,0.44412,111.89647,2.18327,0.12641
10177,5.26832,1.34343,2.43071,6.74224,2.20889,2.51249,2.23653,11.0488,17.28038,0.13788,0.34901,0.85851,0.68245,0.65267,9.13265
19389,0.27682,11.31647,18.10802,6.60616,0.23579,1.77681,0.65352,50.40441,0.23231,0.09744,0.58067,0.34066,1.65642,0.7208,0.0454
8816,7.56478,521.56239,14.47838,8.22641,4.55608,0.96199,1.87977,1.05592,8.53274,3.1486,3.79774,2.23575,0.66522,5.34801,0.22364
15444,0.00635,0.03653,0.08959,0.06353,0.02919,0.04415,0.07839,0.08174,0.14594,0.00467,0.16633,0.12251,0.10839,0.36743,0
6647,0.14632,0.12074,0.00458,0.14725,0.16281,0.03278,0.06481,0.21174,0.0364,0.05504,0.3701,0.00085,0.22145,0.38064,0.03223
8633,0.52097,0.36594,0.20516,0.48841,0.68737,0.33072,1.56898,0.27284,0.6775,0.82008,0.23089,1.39651,2.24371,0.35939,0.1336
9668,0.04841,0.05128,0.0228,0.0015,0.08445,0.04356,0.23915,0.18241,0.258,0.21723,0.01067,0.30119,0.41364,0.17428,0.09263
10536,0.02244,0.06778,0.14248,0.05377,0.14351,0.06815,0.21549,0.12501,0.1371,0.01257,0.03375,0.15829,0.80284,0.3909,0.00222
7901,0.5794,0.60751,4.18194,0.83364,1.6027,0.22901,9.79478,7.69849,0.34743,0.37013,4.17232,0.2319,1.40049,0.63422,0.48358
14629,0.31336,0.31367,0.16041,0.39922,0.63635,0.27477,0.67776,0.19684,0.56018,0.51387,0.02337,0.63667,1.10412,0.68274,0.17216
3494,0.02942,0.04145,0.06711,0.00678,0.04583,0.00799,0.044,0.11513,0.06637,0.07745,0.0055,0.0108,0.39715,0.22628,0.01821
6800,0.32819,0.5795,0.07561,1.25675,1.03137,1.49584,88.07597,3.43039,29.5766,0.7054,0.22336,2.20079,3.35636,1.11892,1.05249
1328,0.37404,0.51235,0.11261,0.21382,0.38931,0.2009,0.39768,0.28867,0.33061,0.30433,0.78451,0.1371,0.16428,0.26548,0.07322
2110,0.14202,0.16121,0.19779,0.19623,0.57798,0.51883,0.39418,0.4281,0.01672,0.31705,0.17656,0.04905,5.52702,43.05918,1.92854
16076,0.12067,0.01473,0.06844,0.49894,0.27798,0.1061,0.46663,0.45443,0.38258,0.41501,0.2177,0.35279,0.551,0.21426,0.36313
6075,0.17065,0.52705,0.70599,0.51122,0.15846,0.22548,0.05633,0.23654,0.31832,0.34078,0.7655,0.63483,0.29152,0.973,0
8660,0.02891,0.24113,0.06059,0.04953,0.12732,0.11688,0.0685,0.14738,0.04678,0.04112,0.02506,0.08367,0.07221,0.04058,0.04202
12770,5.79341,3.79077,1.08934,2.22015,3.77254,0.8226,9.67523,0.73412,3.33274,3.48595,1.12297,19.36185,1.75671,665.21215,0.49952
6165,0.02244,0.0743,0.12855,0.02934,0.02141,0.06819,0.01744,0.13185,0.08487,0.01619,0.03865,0.00585,0.49584,0.17773,0
10833,0.01855,0.03165,0.09825,0.07676,0.08747,0.00542,0.048,0.09509,0.06911,0.07968,0.09911,0.13539,0.30374,0.05076,0.10492
2156,0.12957,0.08069,0.0248,0.12275,0.39331,0.10607,0.18368,0.21375,0.16912,0.09703,0.36561,0.33241,0.58571,0.27669,0.09041
507,0.052,0.07208,0.11819,0.07982,0.02096,0.01671,0.00913,0.07055,0.03418,0.02935,0.08139,0.27057,0.09,0.34539,0.28791
10124,1.25262,1.60534,1.62124,1.08927,0.9697,0.88642,3.34759,0.75886,1.41228,1.50099,0.82717,1.72004,4.3033,1.47865,0.23489
6331,0.20407,0.4384,0.04899,0.0362,0.2429,0.11286,0.35869,0.08761,0.14716,0.11076,0.24319,0.66663,1.18285,0.11905,0.25166
14019,0.04589,0.08847,0.21682,0.00128,0.06547,0.00335,0.00077,0.1246,0.06053,0.23921,0.01879,0.00802,1.91405,0.45505,0.07266
18397,0.20334,0.59985,0.67661,1.37089,0.42406,0.28782,0.13132,0.16295,1.13306,0.26595,0.69033,0.59011,0.09568,0.70263,0.35136
2868,0.04589,0.16651,0.37945,0.01033,0.06391,0.02662,0.02333,0.16258,0.04179,0.28661,0.18697,0.37479,0.57608,1.34878,0.2247
19249,1.23502,1.05695,1.69619,1.67367,1.25195,0.63286,4.66346,0.65278,1.63403,2.73529,1.28435,2.35304,0.29522,0.43382,0.20187
21319,0.0372,0.13599,0.06967,0.06995,0.19177,0.14577,0.21988,0.15809,0.08626,0.09786,0.06707,0.17641,0.37874,0.18835,0.06179
